County_FIPS,County,State,Obesity-2019-Percentage,Limited Access to Healthy Foods-2019-Percent
29187,St. Francois County,Missouri,31.5,7.8241573094
31033,Cheyenne County,Nebraska,31.5,5.423551549
35013,Doña Ana County,New Mexico,31.5,16.507741703
36067,Onondaga County,New York,31.5,6.0788605686
37051,Cumberland County,North Carolina,31.5,13.560778659
38013,Burke County,North Dakota,31.5,16.243966624
39135,Preble County,Ohio,31.5,2.982076911
47031,Coffee County,Tennessee,31.5,5.2987902083
55125,Vilas County,Wisconsin,31.5,3.0352593359
05051,Garland County,Arkansas,31.6,10.65407406
05083,Logan County,Arkansas,31.6,8.5999770086
06053,Monterey County,California,31.6,5.0809179784
06071,San Bernardino County,California,31.6,8.5285613952
13023,Bleckley County,Georgia,31.6,18.384890589
18119,Owen County,Indiana,31.6,0.2655701839
21029,Bullitt County,Kentucky,31.6,9.5974199272
21069,Fleming County,Kentucky,31.6,3.0997638676
21121,Knox County,Kentucky,31.6,17.902610166
22047,Iberville Parish,Louisiana,31.6,1.9662201968
23001,Androscoggin County,Maine,31.6,2.4671419852
26115,Monroe County,Michigan,31.6,3.2141183634
27013,Blue Earth County,Minnesota,31.6,16.988942784
27073,Lac Qui Parle County,Minnesota,31.6,3.4012917601
28091,Marion County,Mississippi,31.6,6.1150044096
29013,Bates County,Missouri,31.6,8.6535333193
30077,Powell County,Montana,31.6,5.8668195929
31181,Webster County,Nebraska,31.6,13.640570678
38093,Stutsman County,North Dakota,31.6,6.3703783453
39017,Butler County,Ohio,31.6,9.4298960949
40049,Garvin County,Oklahoma,31.6,4.9865441774
42005,Armstrong County,Pennsylvania,31.6,2.0477299554
45025,Chesterfield County,South Carolina,31.6,4.4290105986
47093,Knox County,Tennessee,31.6,11.96912906
51061,Fauquier County,Virginia,31.6,1.1543856113
54085,Ritchie County,West Virginia,31.6,4.7475582151
01055,Etowah County,Alabama,31.7,13.397919566
01133,Winston County,Alabama,31.7,1.6945085306
12035,Flagler County,Florida,31.7,17.905230071
12041,Gilchrist County,Florida,31.7,0.0730408943
12095,Orange County,Florida,31.7,7.1800616195
12131,Walton County,Florida,31.7,10.073211095
18031,Decatur County,Indiana,31.7,4.251783483
20021,Cherokee County,Kansas,31.7,17.927538844
20197,Wabaunsee County,Kansas,31.7,12.879754058
22011,Beauregard Parish,Louisiana,31.7,20.597160929
22087,St. Bernard Parish,Louisiana,31.7,16.181565672
26015,Barry County,Michigan,31.7,0.0066791715
29071,Franklin County,Missouri,31.7,2.9889528823
29143,New Madrid County,Missouri,31.7,2.5341053512
29225,Webster County,Missouri,31.7,3.2207535287
31055,Douglas County,Nebraska,31.7,2.3288395708
31063,Frontier County,Nebraska,31.7,8.3841709074
36009,Cattaraugus County,New York,31.7,2.4149545095
36095,Schoharie County,New York,31.7,1.2665017756
39059,Guernsey County,Ohio,31.7,12.510739541
40095,Marshall County,Oklahoma,31.7,14.434096847
41059,Umatilla County,Oregon,31.7,11.921353016
42049,Erie County,Pennsylvania,31.7,13.742949526
55009,Brown County,Wisconsin,31.7,5.723013174
04009,Graham County,Arizona,31.8,15.74426948
04015,Mohave County,Arizona,31.8,18.697614504
20101,Lane County,Kansas,31.8,6.9363589021
21009,Barren County,Kentucky,31.8,7.5933219132
23025,Somerset County,Maine,31.8,3.8989142109
27045,Fillmore County,Minnesota,31.8,0.7425906825
27113,Pennington County,Minnesota,31.8,5.0400610355
33011,Hillsborough County,New Hampshire,31.8,4.0797322279
39133,Portage County,Ohio,31.8,9.6359943847
40087,Mcclain County,Oklahoma,31.8,3.3907148272
45001,Abbeville County,South Carolina,31.8,8.8290117287
51131,Northampton County,Virginia,31.8,0.00038784
51175,Southampton County,Virginia,31.8,5.0980481037
54087,Roane County,West Virginia,31.8,12.647426959
55087,Outagamie County,Wisconsin,31.8,4.7856243041
05149,Yell County,Arkansas,31.9,7.7791137584
12053,Hernando County,Florida,31.9,12.33898567
13247,Rockdale County,Georgia,31.9,13.339399135
18039,Elkhart County,Indiana,31.9,8.718404056
18079,Jennings County,Indiana,31.9,10.172774691
21233,Webster County,Kentucky,31.9,10.593079916
27027,Clay County,Minnesota,31.9,4.5595836042
27091,Martin County,Minnesota,31.9,7.630971019
27145,Stearns County,Minnesota,31.9,7.3512209832
27153,Todd County,Minnesota,31.9,11.384560715
29025,Caldwell County,Missouri,31.9,7.8398145258
29159,Pettis County,Missouri,31.9,6.2840171979
31019,Buffalo County,Nebraska,31.9,9.4536537221
31159,Seward County,Nebraska,31.9,7.3789734041
36121,Wyoming County,New York,31.9,4.2644503221
42065,Jefferson County,Pennsylvania,31.9,2.3161564658
46045,Edmunds County,South Dakota,31.9,9.5164168827
47063,Hamblen County,Tennessee,31.9,14.538606606
47105,Loudon County,Tennessee,31.9,5.0531863946
51169,Scott County,Virginia,31.9,5.7019651119
51179,Stafford County,Virginia,31.9,4.3266486404
01127,Walker County,Alabama,32,3.7186757692
01129,Washington County,Alabama,32,4.4810180356
12031,Duval County,Florida,32,9.7460093553
12125,Union County,Florida,32,19.496770642
13055,Chattooga County,Georgia,32,21.052950378
18097,Marion County,Indiana,32,12.234346326
24029,Kent County,Maryland,32,0.3858837822
26081,Kent County,Michigan,32,3.8549754777
28061,Jasper County,Mississippi,32,5.2377981271
28131,Stone County,Mississippi,32,12.579265921
30105,Valley County,Montana,32,14.380904097
37063,Durham County,North Carolina,32,8.0704466072
38003,Barnes County,North Dakota,32,6.2716308621
40091,Mcintosh County,Oklahoma,32,6.6446926046
42133,York County,Pennsylvania,32,5.4384025028
48457,Tyler County,Texas,32,16.15717351
05017,Chicot County,Arkansas,32.1,16.10584628
16059,Lemhi County,Idaho,32.1,11.76927193
17167,Sangamon County,Illinois,32.1,5.9575565853
18069,Huntington County,Indiana,32.1,9.7390587954
18071,Jackson County,Indiana,32.1,9.8124823626
18083,Knox County,Indiana,32.1,1.9309776133
19029,Cass County,Iowa,32.1,9.12736186
20003,Anderson County,Kansas,32.1,5.6260320729
21165,Menifee County,Kentucky,32.1,0.2753894991
24025,Harford County,Maryland,32.1,4.6620521475
27097,Morrison County,Minnesota,32.1,9.3405979061
29047,Clay County,Missouri,32.1,5.8610142606
36093,Schenectady County,New York,32.1,2.9814722894
39171,Williams County,Ohio,32.1,10.47954266
41041,Lincoln County,Oregon,32.1,4.8479571387
45067,Marion County,South Carolina,32.1,0.1140550209
54027,Hampshire County,West Virginia,32.1,9.8949902826
04003,Cochise County,Arizona,32.2,15.553432777
18163,Vanderburgh County,Indiana,32.2,11.614011952
19033,Cerro Gordo County,Iowa,32.2,5.4731594156
19191,Winneshiek County,Iowa,32.2,1.6771827367
20169,Saline County,Kansas,32.2,6.0279803969
27057,Hubbard County,Minnesota,32.2,6.3027634558
27135,Roseau County,Minnesota,32.2,9.0461389699
28123,Scott County,Mississippi,32.2,16.20881837
29037,Cass County,Missouri,32.2,8.4858593182
30041,Hill County,Montana,32.2,21.406799441
31177,Washington County,Nebraska,32.2,4.9702701392
39153,Summit County,Ohio,32.2,7.609336777
42001,Adams County,Pennsylvania,32.2,4.1891615149
42033,Clearfield County,Pennsylvania,32.2,5.7889755815
45031,Darlington County,South Carolina,32.2,6.8726264882
48167,Galveston County,Texas,32.2,8.6530446724
49011,Davis County,Utah,32.2,4.6376146445
55105,Rock County,Wisconsin,32.2,12.084731286
17019,Champaign County,Illinois,32.3,4.8140594068
19067,Floyd County,Iowa,32.3,6.2916793543
20001,Allen County,Kansas,32.3,4.1826122851
20117,Marshall County,Kansas,32.3,12.877396761
21013,Bell County,Kentucky,32.3,9.9935545792
21085,Grayson County,Kentucky,32.3,9.5590393832
22015,Bossier Parish,Louisiana,32.3,10.92777549
22073,Ouachita Parish,Louisiana,32.3,15.44380333
22117,Washington Parish,Louisiana,32.3,3.899802572
30087,Rosebud County,Montana,32.3,10.709599291
35061,Valencia County,New Mexico,32.3,26.9190215
38017,Cass County,North Dakota,32.3,3.2617305275
39137,Putnam County,Ohio,32.3,4.8705353839
40109,Oklahoma County,Oklahoma,32.3,6.9414167651
47141,Putnam County,Tennessee,32.3,15.225799155
01123,Tallapoosa County,Alabama,32.4,3.2664900482
05023,Cleburne County,Arkansas,32.4,6.6200988478
19001,Adair County,Iowa,32.4,2.305078824
19043,Clayton County,Iowa,32.4,1.0644948021
21117,Kenton County,Kentucky,32.4,7.2776793476
21153,Magoffin County,Kentucky,32.4,1.4456361226
21221,Trigg County,Kentucky,32.4,1.5990657794
22115,Vernon Parish,Louisiana,32.4,22.169393756
28003,Alcorn County,Mississippi,32.4,7.8058532205
28063,Jefferson County,Mississippi,32.4,4.5120654957
28077,Lawrence County,Mississippi,32.4,8.2086520905
33017,Strafford County,New Hampshire,32.4,5.6651360705
37045,Cleveland County,North Carolina,32.4,6.05394473
38025,Dunn County,North Dakota,32.4,13.295220942
41011,Coos County,Oregon,32.4,3.9314781896
51710,Norfolk City,Virginia,32.4,8.1409448326
54071,Pendleton County,West Virginia,32.4,20.363225893
06007,Butte County,California,32.5,6.4508673972
18087,Lagrange County,Indiana,32.5,1.7284783951
19187,Webster County,Iowa,32.5,11.997605061
19189,Winnebago County,Iowa,32.5,2.845559141
24023,Garrett County,Maryland,32.5,4.1647705888
30021,Dawson County,Montana,32.5,11.99763896
36013,Chautauqua County,New York,32.5,5.6477089501
37025,Cabarrus County,North Carolina,32.5,8.2684935713
39073,Hocking County,Ohio,32.5,5.7149282569
39159,Union County,Ohio,32.5,8.379692834
42087,Mifflin County,Pennsylvania,32.5,6.940658061
47089,Jefferson County,Tennessee,32.5,5.239173986
47109,Mcnairy County,Tennessee,32.5,11.927737446
48029,Bexar County,Texas,32.5,9.6878184585
51770,Roanoke City,Virginia,32.5,7.2758579206
54067,Nicholas County,West Virginia,32.5,3.973943503
55111,Sauk County,Wisconsin,32.5,2.8082695512
01053,Escambia County,Alabama,32.6,5.6765487704
16047,Gooding County,Idaho,32.6,0.3059389539
16065,Madison County,Idaho,32.6,11.896876792
21145,Mccracken County,Kentucky,32.6,15.173020849
24005,Baltimore County,Maryland,32.6,4.4240841728
27157,Wabasha County,Minnesota,32.6,2.1517714414
37023,Burke County,North Carolina,32.6,10.005108404
37195,Wilson County,North Carolina,32.6,2.7037682719
39105,Meigs County,Ohio,32.6,14.908326312
45041,Florence County,South Carolina,32.6,7.4749014033
45057,Lancaster County,South Carolina,32.6,6.9818406278
46029,Codington County,South Dakota,32.6,6.5202507235
48485,Wichita County,Texas,32.6,11.287263791
51031,Campbell County,Virginia,32.6,2.2319703603
51191,Washington County,Virginia,32.6,1.4976766446
01067,Henry County,Alabama,32.7,8.0481033695
05121,Randolph County,Arkansas,32.7,9.379769487
18091,Laporte County,Indiana,32.7,8.3313222868
19039,Clarke County,Iowa,32.7,3.0609641369
21035,Calloway County,Kentucky,32.7,6.2743678429
21107,Hopkins County,Kentucky,32.7,7.3507126781
21203,Rockcastle County,Kentucky,32.7,0.2395170856
27049,Goodhue County,Minnesota,32.7,3.0056785345
38043,Kidder County,North Dakota,32.7,37.974132854
39013,Belmont County,Ohio,32.7,6.9086881179
40073,Kingfisher County,Oklahoma,32.7,4.1167123211
40137,Stephens County,Oklahoma,32.7,8.550608006
47055,Giles County,Tennessee,32.7,4.8451695056
47167,Tipton County,Tennessee,32.7,1.5792433297
50017,Orange County,Vermont,32.7,3.4708148987
51165,Rockingham County,Virginia,32.7,2.7783046665
54095,Tyler County,West Virginia,32.7,0.7073964963
05025,Cleveland County,Arkansas,32.8,7.6178501897
05037,Cross County,Arkansas,32.8,14.551487695
05139,Union County,Arkansas,32.8,12.2015618
06103,Tehama County,California,32.8,9.966780398
16011,Bingham County,Idaho,32.8,11.527894951
18053,Grant County,Indiana,32.8,8.2507344964
18061,Harrison County,Indiana,32.8,0.016849713
20031,Coffey County,Kansas,32.8,16.552455987
20203,Wichita County,Kansas,32.8,2.1661120035
21049,Clark County,Kentucky,32.8,4.9396356654
21205,Rowan County,Kentucky,32.8,1.3468327453
26035,Clare County,Michigan,32.8,1.324896588
29023,Butler County,Missouri,32.8,8.6204783925
29043,Christian County,Missouri,32.8,6.8440442321
29175,Randolph County,Missouri,32.8,6.0162802124
30093,Silver Bow County,Montana,32.8,2.1905778503
31029,Chase County,Nebraska,32.8,8.7909328115
31109,Lancaster County,Nebraska,32.8,4.7849073124
36011,Cayuga County,New York,32.8,0.9936326721
40021,Cherokee County,Oklahoma,32.8,14.039717208
47065,Hamilton County,Tennessee,32.8,13.207216972
54033,Harrison County,West Virginia,32.8,4.134225729
54057,Mineral County,West Virginia,32.8,5.5362534173
05035,Crittenden County,Arkansas,32.9,10.622443126
18027,Daviess County,Indiana,32.9,2.6534199526
18033,Dekalb County,Indiana,32.9,8.8495170607
18099,Marshall County,Indiana,32.9,4.9324803653
19027,Carroll County,Iowa,32.9,1.9916404897
19045,Clinton County,Iowa,32.9,8.3519334885
19145,Page County,Iowa,32.9,3.2964157178
26063,Huron County,Michigan,32.9,8.0164439556
28059,Jackson County,Mississippi,32.9,11.616992822
29027,Callaway County,Missouri,32.9,7.8192532315
31041,Custer County,Nebraska,32.9,14.411573864
32007,Elko County,Nevada,32.9,4.0856947913
37133,Onslow County,North Carolina,32.9,14.510072912
39065,Hardin County,Ohio,32.9,3.2979410003
42013,Blair County,Pennsylvania,32.9,4.3778635615
47107,Mcminn County,Tennessee,32.9,5.967983279
47185,White County,Tennessee,32.9,16.450358736
49023,Juab County,Utah,32.9,13.015132676
54093,Tucker County,West Virginia,32.9,0.9170976705
01099,Monroe County,Alabama,33,11.329650773
05085,Lonoke County,Arkansas,33,5.2967568257
06065,Riverside County,California,33,6.9654696598
13185,Lowndes County,Georgia,33,8.2677567917
18067,Howard County,Indiana,33,10.439103129
19125,Marion County,Iowa,33,3.2338665397
21037,Campbell County,Kentucky,33,8.9044125082
26077,Kalamazoo County,Michigan,33,8.0717193253
28145,Union County,Mississippi,33,5.7042480895
29127,Marion County,Missouri,33,6.7477166443
31039,Cuming County,Nebraska,33,5.1906312253
39049,Franklin County,Ohio,33,6.5436190709
46099,Minnehaha County,South Dakota,33,4.9048133762
49015,Emery County,Utah,33,11.508609671
01051,Elmore County,Alabama,33.1,4.9842455945
12083,Marion County,Florida,33.1,11.875955063
16045,Gem County,Idaho,33.1,9.7258956744
20069,Gray County,Kansas,33.1,11.88920072
21161,Mason County,Kentucky,33.1,6.9389759187
30073,Pondera County,Montana,33.1,12.920756665
45021,Cherokee County,South Carolina,33.1,5.1500799034
48407,San Jacinto County,Texas,33.1,3.2333331731
50019,Orleans County,Vermont,33.1,4.0001575664
53011,Clark County,Washington,33.1,3.6129785405
53017,Douglas County,Washington,33.1,14.92858241
54025,Greenbrier County,West Virginia,33.1,8.9338573833
55141,Wood County,Wisconsin,33.1,6.8979314167
05045,Faulkner County,Arkansas,33.2,11.915398571
19071,Fremont County,Iowa,33.2,25.566635486
20133,Neosho County,Kansas,33.2,5.2181477947
20191,Sumner County,Kansas,33.2,4.7149018541
27007,Beltrami County,Minnesota,33.2,15.73085258
29510,St. Louis City,Missouri,33.2,3.5847449043
36039,Greene County,New York,33.2,1.9654350661
36045,Jefferson County,New York,33.2,5.8673923035
37151,Randolph County,North Carolina,33.2,10.255089207
37163,Sampson County,North Carolina,33.2,2.7421820454
39115,Morgan County,Ohio,33.2,7.8645723277
40119,Payne County,Oklahoma,33.2,10.721854847
47099,Lawrence County,Tennessee,33.2,1.5685348435
48057,Calhoun County,Texas,33.2,28.314561317
48481,Wharton County,Texas,33.2,4.7808768425
01121,Talladega County,Alabama,33.3,7.8416455002
06031,Kings County,California,33.3,6.8228258687
12049,Hardee County,Florida,33.3,13.022706881
12129,Wakulla County,Florida,33.3,3.2366197444
18073,Jasper County,Indiana,33.3,3.5126005275
18127,Porter County,Indiana,33.3,7.9451650842
19179,Wapello County,Iowa,33.3,23.132379585
26065,Ingham County,Michigan,33.3,14.316578149
27015,Brown County,Minnesota,33.3,4.0433301847
31121,Merrick County,Nebraska,33.3,10.464651003
36057,Montgomery County,New York,33.3,18.370290651
42059,Greene County,Pennsylvania,33.3,6.6291825173
49003,Box Elder County,Utah,33.3,5.1067888943
05133,Sevier County,Arkansas,33.4,13.395401558
16031,Cassia County,Idaho,33.4,8.9599808464
19057,Des Moines County,Iowa,33.4,7.8354964635
20041,Dickinson County,Kansas,33.4,4.9660269509
31167,Stanton County,Nebraska,33.4,1.5867049662
37081,Guilford County,North Carolina,33.4,7.2881562362
39025,Clermont County,Ohio,33.4,9.6611051958
39029,Columbiana County,Ohio,33.4,6.1277100292
42041,Cumberland County,Pennsylvania,33.4,5.2812415318
42051,Fayette County,Pennsylvania,33.4,6.350218836
42125,Washington County,Pennsylvania,33.4,9.6460255964
47059,Greene County,Tennessee,33.4,11.135751498
48347,Nacogdoches County,Texas,33.4,9.3391588015
54041,Lewis County,West Virginia,33.4,4.3545318335
01073,Jefferson County,Alabama,33.5,12.586638604
01107,Pickens County,Alabama,33.5,1.4966823388
10005,Sussex County,Delaware,33.5,6.8727678902
12013,Calhoun County,Florida,33.5,20.480070874
12029,Dixie County,Florida,33.5,3.0058909203
17201,Winnebago County,Illinois,33.5,7.2745541612
18109,Morgan County,Indiana,33.5,6.0714305299
21059,Daviess County,Kentucky,33.5,5.6221419499
22055,Lafayette Parish,Louisiana,33.5,9.2744520485
26037,Clinton County,Michigan,33.5,9.8577554157
26045,Eaton County,Michigan,33.5,8.7964750061
28017,Chickasaw County,Mississippi,33.5,5.7992402882
28129,Smith County,Mississippi,33.5,5.4327955842
31081,Hamilton County,Nebraska,33.5,2.7360765899
31119,Madison County,Nebraska,33.5,7.8191688691
39113,Montgomery County,Ohio,33.5,10.134996089
39155,Trumbull County,Ohio,33.5,11.290641758
40143,Tulsa County,Oklahoma,33.5,8.7468738641
49037,San Juan County,Utah,33.5,30.129505571
51085,Hanover County,Virginia,33.5,3.9725359068
54047,Mcdowell County,West Virginia,33.5,1.9709341285
01115,St. Clair County,Alabama,33.6,2.3738139842
06077,San Joaquin County,California,33.6,4.535321312
13039,Camden County,Georgia,33.6,17.807885314
21129,Lee County,Kentucky,33.6,0.0113575417
21199,Pulaski County,Kentucky,33.6,7.8940810309
31095,Jefferson County,Nebraska,33.6,9.8860434734
36053,Madison County,New York,33.6,5.7844733523
37085,Harnett County,North Carolina,33.6,6.5661294148
38055,Mclean County,North Dakota,33.6,13.202085804
40009,Beckham County,Oklahoma,33.6,7.8483468124
41019,Douglas County,Oregon,33.6,9.6873672533
45083,Spartanburg County,South Carolina,33.6,14.121326198
47075,Haywood County,Tennessee,33.6,10.907472639
53045,Mason County,Washington,33.6,6.0406129499
05075,Lawrence County,Arkansas,33.7,16.813665268
17163,St. Clair County,Illinois,33.7,12.993697077
19157,Poweshiek County,Iowa,33.7,1.2758050773
21151,Madison County,Kentucky,33.7,11.999905554
27085,Mcleod County,Minnesota,33.7,11.926943338
31139,Pierce County,Nebraska,33.7,9.7822576776
45011,Barnwell County,South Carolina,33.7,0.0137425108
46013,Brown County,South Dakota,33.7,8.3610885494
05003,Ashley County,Arkansas,33.8,9.444407986
05145,White County,Arkansas,33.8,9.1191117324
13129,Gordon County,Georgia,33.8,10.476682289
18177,Wayne County,Indiana,33.8,16.629869846
20037,Crawford County,Kansas,33.8,12.76311371
20059,Franklin County,Kansas,33.8,17.578387327
23017,Oxford County,Maine,33.8,5.4968261182
27111,Otter Tail County,Minnesota,33.8,5.9728008247
31179,Wayne County,Nebraska,33.8,2.4386893635
36101,Steuben County,New York,33.8,4.4006015274
38069,Pierce County,North Dakota,33.8,6.6271881853
39001,Adams County,Ohio,33.8,11.1845875
39083,Knox County,Ohio,33.8,5.9506485495
39121,Noble County,Ohio,33.8,14.306135815
47123,Monroe County,Tennessee,33.8,5.8432314433
48469,Victoria County,Texas,33.8,8.8573238761
54063,Monroe County,West Virginia,33.8,18.725910301
56037,Sweetwater County,Wyoming,33.8,5.2266239428
56045,Weston County,Wyoming,33.8,8.7510150366
06025,Imperial County,California,33.9,7.6487355607
13245,Richmond County,Georgia,33.9,21.04328022
18023,Clinton County,Indiana,33.9,1.1805368721
20147,Phillips County,Kansas,33.9,11.272724081
23029,Washington County,Maine,33.9,4.7455398014
28051,Holmes County,Mississippi,33.9,18.473988463
28115,Pontotoc County,Mississippi,33.9,6.1655784231
31021,Burt County,Nebraska,33.9,0.2164701595
31087,Hitchcock County,Nebraska,33.9,37.601583978
36043,Herkimer County,New York,33.9,4.1768017953
36105,Sullivan County,New York,33.9,2.8456176088
39057,Greene County,Ohio,33.9,6.2173362159
39151,Stark County,Ohio,33.9,8.5760448433
47009,Blount County,Tennessee,33.9,8.5770960034
48339,Montgomery County,Texas,33.9,8.207499403
50021,Rutland County,Vermont,33.9,4.9147103465
54109,Wyoming County,West Virginia,33.9,0.0055785999
05119,Pulaski County,Arkansas,34,12.881455409
12097,Osceola County,Florida,34,14.881739195
18167,Vigo County,Indiana,34,19.991167757
19065,Fayette County,Iowa,34,1.7186703325
20103,Leavenworth County,Kansas,34,11.012806243
23021,Piscataquis County,Maine,34,1.6816371374
26165,Wexford County,Michigan,34,8.4014784129
27141,Sherburne County,Minnesota,34,3.8695808801
27159,Wadena County,Minnesota,34,2.251330523
28085,Lincoln County,Mississippi,34,7.37239184
31027,Cedar County,Nebraska,34,4.589776962
38067,Pembina County,North Dakota,34,8.2865659804
42015,Bradford County,Pennsylvania,34,4.7204602219
42055,Franklin County,Pennsylvania,34,6.2760769776
48251,Johnson County,Texas,34,6.0402655009
01015,Calhoun County,Alabama,34.1,15.398072995
13215,Muscogee County,Georgia,34.1,10.387205816
18019,Clark County,Indiana,34.1,4.4652838189
26099,Macomb County,Michigan,34.1,5.8525772655
26147,St. Clair County,Michigan,34.1,12.246773701
26155,Shiawassee County,Michigan,34.1,9.6703855377
28079,Leake County,Mississippi,34.1,11.398609289
28159,Winston County,Mississippi,34.1,10.258673757
29201,Scott County,Missouri,34.1,7.6243452475
31001,Adams County,Nebraska,34.1,12.181212398
35045,San Juan County,New Mexico,34.1,19.213309867
39143,Sandusky County,Ohio,34.1,3.2661526121
39175,Wyandot County,Ohio,34.1,1.6947141017
42129,Westmoreland County,Pennsylvania,34.1,7.6522812561
47051,Franklin County,Tennessee,34.1,6.3925585485
47157,Shelby County,Tennessee,34.1,11.189386115
50011,Franklin County,Vermont,34.1,1.8801226407
51029,Buckingham County,Virginia,34.1,5.0087662887
55007,Bayfield County,Wisconsin,34.1,10.276341769
04023,Santa Cruz County,Arizona,34.2,18.324118146
19185,Wayne County,Iowa,34.2,16.897055361
20015,Butler County,Kansas,34.2,6.5182170661
20085,Jackson County,Kansas,34.2,5.6178876646
22063,Livingston Parish,Louisiana,34.2,7.8057345626
28105,Oktibbeha County,Mississippi,34.2,19.405966703
29095,Jackson County,Missouri,34.2,7.8321830619
30085,Roosevelt County,Montana,34.2,8.3279012977
31065,Furnas County,Nebraska,34.2,1.0089417806
31067,Gage County,Nebraska,34.2,8.3679287813
33007,Coos County,New Hampshire,34.2,5.1783094109
36089,St. Lawrence County,New York,34.2,7.2891816219
38053,Mckenzie County,North Dakota,34.2,15.725696719
38099,Walsh County,North Dakota,34.2,5.3465990888
39021,Champaign County,Ohio,34.2,1.2145288629
39035,Cuyahoga County,Ohio,34.2,3.3131970928
45015,Berkeley County,South Carolina,34.2,9.0239465126
51185,Tazewell County,Virginia,34.2,8.2830093608
53067,Thurston County,Washington,34.2,6.9114978992
53077,Yakima County,Washington,34.2,5.4737127533
13021,Bibb County,Georgia,34.3,13.060222154
18113,Noble County,Indiana,34.3,3.7111791691
19031,Cedar County,Iowa,34.3,4.8358729431
19111,Lee County,Iowa,34.3,12.790906337
20149,Pottawatomie County,Kansas,34.3,2.0006426802
31023,Butler County,Nebraska,34.3,4.1974004489
31127,Nemaha County,Nebraska,34.3,1.2583335659
31169,Thayer County,Nebraska,34.3,5.6066676143
36113,Warren County,New York,34.3,5.3344630877
39045,Fairfield County,Ohio,34.3,5.9900952271
40125,Pottawatomie County,Oklahoma,34.3,8.8219263017
04017,Navajo County,Arizona,34.4,26.001611185
13047,Catoosa County,Georgia,34.4,9.6568852877
16027,Canyon County,Idaho,34.4,7.4324839406
19113,Linn County,Iowa,34.4,6.2545663362
24009,Calvert County,Maryland,34.4,5.2296372326
35015,Eddy County,New Mexico,34.4,10.171611164
40145,Wagoner County,Oklahoma,34.4,10.189540494
46031,Corson County,South Dakota,34.4,21.209748892
51089,Henry County,Virginia,34.4,14.451128973
13151,Henry County,Georgia,34.5,12.35566415
19085,Harrison County,Iowa,34.5,5.8333347116
21083,Graves County,Kentucky,34.5,7.7679038787
28081,Lee County,Mississippi,34.5,6.8920572999
32019,Lyon County,Nevada,34.5,9.797793082
38071,Ramsey County,North Dakota,34.5,5.241748761
39031,Coshocton County,Ohio,34.5,2.7829949699
47163,Sullivan County,Tennessee,34.5,11.148959047
54089,Summers County,West Virginia,34.5,8.237860619
12079,Madison County,Florida,34.6,11.581923383
13195,Madison County,Georgia,34.6,1.5044009182
16077,Power County,Idaho,34.6,5.8773344519
18075,Jay County,Indiana,34.6,11.172051027
20113,Mcpherson County,Kansas,34.6,8.3538466464
21173,Montgomery County,Kentucky,34.6,6.3196256786
22005,Ascension Parish,Louisiana,34.6,9.9343578448
22033,East Baton Rouge Parish,Louisiana,34.6,11.720667042
26057,Gratiot County,Michigan,34.6,16.54850036
27009,Benton County,Minnesota,34.6,7.9218772982
37067,Forsyth County,North Carolina,34.6,14.232604327
40027,Cleveland County,Oklahoma,34.6,5.5986863296
49057,Weber County,Utah,34.6,5.6032046721
51001,Accomack County,Virginia,34.6,0.8994451457
53069,Wahkiakum County,Washington,34.6,4.4252393841
20139,Osage County,Kansas,34.7,5.0587945286
21093,Hardin County,Kentucky,34.7,8.9201726927
21101,Henderson County,Kentucky,34.7,3.1962640457
26157,Tuscola County,Michigan,34.7,6.7971193986
28033,Desoto County,Mississippi,34.7,10.986678352
28137,Tate County,Mississippi,34.7,14.071066477
29097,Jasper County,Missouri,34.7,9.0770469077
31013,Box Butte County,Nebraska,34.7,9.1723793572
31047,Dawson County,Nebraska,34.7,14.573057405
31145,Red Willow County,Nebraska,34.7,19.231296663
35005,Chaves County,New Mexico,34.7,16.333986217
40147,Washington County,Oklahoma,34.7,12.665382399
51105,Lee County,Virginia,34.7,0.0018293896
01101,Montgomery County,Alabama,34.8,10.744317962
06029,Kern County,California,34.8,7.8299011918
06107,Tulare County,California,34.8,4.9164118903
13063,Clayton County,Georgia,34.8,16.022539099
17143,Peoria County,Illinois,34.8,13.190192876
18093,Lawrence County,Indiana,34.8,2.9283344738
19055,Delaware County,Iowa,34.8,2.5898846972
19083,Hardin County,Iowa,34.8,2.3945456877
23011,Kennebec County,Maine,34.8,1.9950000078
26123,Newaygo County,Michigan,34.8,1.7756535742
27003,Anoka County,Minnesota,34.8,6.5116640157
28043,Grenada County,Mississippi,34.8,5.9171712863
29069,Dunklin County,Missouri,34.8,5.3967730689
39147,Seneca County,Ohio,34.8,8.3885680176
40079,Le Flore County,Oklahoma,34.8,9.1553888733
40115,Ottawa County,Oklahoma,34.8,8.95130351
49007,Carbon County,Utah,34.8,9.0348291001
54011,Cabell County,West Virginia,34.8,2.9962095819
08089,Otero County,Colorado,34.9,4.6192711765
16005,Bannock County,Idaho,34.9,11.606818609
19019,Buchanan County,Iowa,34.9,3.3805459138
39081,Jefferson County,Ohio,34.9,10.122258125
39095,Lucas County,Ohio,34.9,6.8462650461
45033,Dillon County,South Carolina,34.9,1.9054766728
48373,Polk County,Texas,34.9,5.0299080641
48439,Tarrant County,Texas,34.9,8.2282648742
05033,Crawford County,Arkansas,35,13.186038528
06047,Merced County,California,35,7.7115431857
21109,Jackson County,Kentucky,35,3.7033235075
